
Search terms report,,,,,,,,,,,
All time,,,,,,,,,,,
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Conversions,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %
black hills urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,3,1,USD,8.38,25.15,100.00%,100.00%
internal doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,9.76,9.76,100.00%,100.00%
good doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.61,7.61,100.00%,100.00%
carenow urgent care preemployment,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,23.16,23.16,100.00%,100.00%
urgent care center 94705,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.2,0.2, --, --
doctors that accept blue cross blue shield near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,13.18,13.18,100.00%,100.00%
keiser urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12.46,12.46,100.00%,100.00%
urgent care san francisco monday through friday,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,9.56,19.11, --, --
urgent care 761 el camino real online appt,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.99,27.99,100.00%,100.00%
pediatric urgent care by appointment,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.5,USD,24.17,24.17,100.00%,100.00%
urgent care near me 94087,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,3,0,USD,26.83,80.5,100.00%,100.00%
urgent care near 450 sutter street san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11.48,11.48,100.00%,100.00%
fero vista st lawrence st urgent cate,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.29,27.29,100.00%,100.00%
anthem urgent care centers san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.77,21.77,100.00%,100.00%
urgent care sfgh,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,17.79,17.79,62.50%,100.00%
soma urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.97,9.97, --, --
urgent care near 580 mcallister st san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.45,10.45,100.00%,100.00%
urgent care use nyc,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.13,14.13,0.00%,100.00%
direct urgent care job openings in berkeley,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.91,15.91,100.00%,100.00%
palo alto sutterl urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,0.57,0.57, --, --
urgent care startup,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,20.11,40.22,0.00%,100.00%
san francisco castro primary care urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11,11,100.00%,100.00%
701 e el camino real urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,18.91,18.91,100.00%,100.00%
urgent care services,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,29.45,29.45,100.00%,100.00%
diabetes doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,8.82,8.82,100.00%,100.00%
sutter health urgent care mountain view physicians,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,8.01,8.01,100.00%,100.00%
urgent care san francisco prices,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.13,20.13,100.00%,100.00%
urgen care palo alto,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,9.72,9.72,100.00%,100.00%
heart and lung doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.19,3.19,100.00%,100.00%
anthem urgwnt care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - PMM,Anthem,1,0,USD,11.58,11.58,100.00%,100.00%
urgent care for broken bones near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.22,USD,27.82,27.82,100.00%,100.00%
childrens urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,19.06,19.06,100.00%,100.00%
biomedical doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.45,3.45,100.00%,100.00%
direct urgent care san francisco ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.22,14.22,100.00%,100.00%
tricare urgent care,Exact match,Added,Non-Brand - Urgent Care - SF - PMM,Tricare,4,1,USD,10.53,42.1,100.00%,100.00%
eye doctors near me sutter,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,19.59,19.59,100.00%,100.00%
urgent care facility near 94030,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,27.73,27.73,100.00%,100.00%
urgent care in mountain view off of shoreline,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.12,USD,20,20,100.00%,100.00%
direct urgent care inc yelp,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,25.27,25.27,100.00%,100.00%
urgent car mountain view,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,4.7,4.7,100.00%,100.00%
urgent care direct,Exact match (close variant),None,Branded - DUC - MV,Direct Urgent Care,1,0,USD,6.43,6.43,100.00%,100.00%
premature ejaculation doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.97,7.97,100.00%,100.00%
mental health urgent care in emeryville ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11.13,11.13,0.00%,100.00%
urgent care on sunday,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,12.06,24.12,100.00%,100.00%
health net urgent care san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,32.88,32.88,100.00%,100.00%
current location to urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,8.96,8.96,100.00%,100.00%
dr office near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,2,0,USD,9.49,18.98,80.00%,100.00%
urgent care no inusrance,Exact match (close variant),None,Non-Brand - Urgent Care - SF - PMM,NoInsurance,1,0,USD,23.19,23.19,100.00%,100.00%
urgent care titers,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,23.73,23.73,100.00%,100.00%
urgent care market and haight san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12.04,12.04,100.00%,100.00%
family practice doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,3,0,USD,8.45,25.35,85.71%,100.00%
urgent care in main county,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,3.02,3.02,0.00%,100.00%
u c s f urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,7.31,7.31,0.00%,100.00%
urgent care in berkeley for uninsured,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.85,10.85,50.00%,100.00%
primary doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,19.33,19.33,50.00%,100.00%
urgent care for anthem blue cross near el cerrito ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,18.19,18.19,100.00%,100.00%
mpi urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,23.17,23.17,100.00%,100.00%
direct urgent care carbon health,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,0.17,0.17,100.00%,100.00%
urgent care cost california,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.05,27.05,100.00%,100.00%
urgent care 94118,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,27.07,54.14,100.00%,100.00%
docotr office eho take medical in sf,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,15.74,15.74,100.00%,100.00%
bascom urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,9.32,18.64,100.00%,100.00%
aetna urgent care,Phrase match,Added,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,3,0.32,USD,26.31,78.93,100.00%,100.00%
mountain view urgent care number,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,5.38,5.38,100.00%,100.00%
urgent care near 1601 19th avenue san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11.56,11.56,100.00%,100.00%
direct urgent care market st,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,35.81,35.81,100.00%,100.00%
carbon health urgent care san francisco,Phrase match,None,Branded - CarbonHealth - SF,Urgent Care,1,0,USD,6.45,6.45,100.00%,100.00%
urgentcare mountain view,Exact match (close variant),Added,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,2.56,2.56,100.00%,100.00%
direct urgent care dme 94102,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,5.79,11.58,100.00%,100.00%
dental urgent care san francisco ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.33,10.33,0.00%,100.00%
dan doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.23,4.23,100.00%,100.00%
phone number to doctor cheese office,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,6.79,6.79,100.00%,100.00%
urgent care near casrto,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,17.7,17.7,100.00%,100.00%
concentra urgent care 26 california street san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.88,13.88,100.00%,100.00%
doctors office near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,2.06,2.06,33.33%,100.00%
st lukes hospital newburgh urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.89,27.89,100.00%,100.00%
go health urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,28.67,57.33,29.41%,100.00%
urgent care near hollenbeck sunnyvale,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,6.98,13.96, --, --
pampf urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.77,27.77,100.00%,100.00%
saint marys hospital urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,18.13,18.13,100.00%,100.00%
tri city docters near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.27,4.27,100.00%,100.00%
urgent care xray,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,22.05,22.05,100.00%,100.00%
urgent care center san francisco,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,3,0,USD,14.21,42.63,100.00%,100.00%
drs office near turk san francisco,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,1.45,1.45,100.00%,100.00%
patient first urgent care cost with xrays,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.93,27.93,100.00%,100.00%
san francisco city clinic,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,11.55,11.55,100.00%,100.00%
does urgent care do std testing,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14,14,100.00%,100.00%
sutter urgent care palo alto,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,15.3,15.3,100.00%,100.00%
urgent care cpmc,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,17.52,17.52,100.00%,100.00%
apointment for urgent care sunnyvale,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.83,27.83,100.00%,100.00%
direct urgent care brkeley reviews,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,25.57,25.57,100.00%,100.00%
nearest urgent care with ct scan,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,24.66,24.66,100.00%,100.00%
urgent care open now,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,21.32,21.32,100.00%,100.00%
holistic doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,11.51,11.51,100.00%,100.00%
regulations regarding urgent care centers,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,12.9,12.9,100.00%,100.00%
urgent care gram staining,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,12.83,12.83,100.00%,100.00%
carbon health urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,4,0,USD,7.1,28.38,100.00%,100.00%
urgent care near the tilden hotel 345 taylor st san francisco ca 94102,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,10.08,20.16,100.00%,100.00%
carbon health urgent xare price,Phrase match (close variant),None,Branded - CarbonHealth - SF,Urgent Care,1,0,USD,9.71,9.71,100.00%,100.00%
urgent care iv drip,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,24.11,24.11,100.00%,100.00%
urgent care mills peninsula,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,19.6,19.6,100.00%,100.00%
pediatric urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,9.98,19.95,64.52%,90.32%
goldem gate urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,24.37,24.37,100.00%,100.00%
urgent care noe valley,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.51,0.51, --, --
urgent care baby,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.76,27.76,100.00%,100.00%
94104 urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.3,0.3, --, --
cheap doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.99,7.99,100.00%,100.00%
sf map urgent care facilities,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,16.5,16.5,100.00%,100.00%
urolift doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,11.77,11.77,100.00%,100.00%
urgent care in sioux falls sd,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,29.99,29.99,100.00%,100.00%
st joseph affiliated physicians urgent carei,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.87,20.87,100.00%,100.00%
is there a doctor office at 3941 north oakland in milwaukee wisconsin,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.2,4.2,100.00%,100.00%
urgent care near 2281 el camino,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,11.94,11.94,100.00%,100.00%
black hills urgent care mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.97,27.97,100.00%,100.00%
st marys hospital urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.9,13.9,100.00%,100.00%
direct urgent care outpatient services,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,19.49,19.49,100.00%,100.00%
urgent care clinick,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,18.63,18.63,100.00%,100.00%
urgent care commercials,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,4.4,4.4,100.00%,100.00%
carbon urgent care eye services,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,18.33,18.33,100.00%,100.00%
urgert cares with ultrasound near san francisco ca 94122,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,19.51,19.51,100.00%,100.00%
direct urgentcare,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,5,1,USD,6.74,33.72,100.00%,100.00%
urgeny care in silicon valley,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,24.12,48.24,100.00%,100.00%
dignity urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,4,0,USD,21.23,84.9,90.48%,100.00%
urgent care gynecology,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.55,10.55,100.00%,100.00%
general doctor sf,Exact match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,2.58,2.58,0.00%,100.00%
list of reemburseable urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,29.47,29.47,100.00%,100.00%
carbon urgent care market street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.55,0.55,100.00%,100.00%
low cost urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,13.44,13.44,100.00%,100.00%
golden gate emergency care,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,25.97,25.97,66.67%,100.00%
college of urgent care medicine,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,29.1,29.1,100.00%,100.00%
blue shield providers urgent care,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Blue Shield of California,1,0,USD,5.94,5.94,100.00%,100.00%
urgent care for broken bones near me,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.29,USD,26.88,26.88,100.00%,100.00%
urgent care mountan view,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.81,27.81,100.00%,100.00%
